label,title,content,summary
0,I would NEVER recommend this book!,"This was the scariest book on twins that I read. If you want to be afraid to eat, sleep or breathe during your entire pregnancy than this is your kind of book. Almost every chapter focuses on a negative aspect of carrying more than one baby and there are more chapters on what can go wrong than what to do to help things go right.",
1,"Bill Engvall ""15 degrees off cool""","Bill Engvall is totally funny in this video, espically when he talks about taking his F16 flight.",
0,Stay away from this one,"The material on this CD is terrible, and Clay's uninspired singing just makes the whole endeavor worse. The songs here are as generic and bland as you can imagine, and they contain some of the worst lyrics in pop music history. ""If I were invisible, I would be the smartest man?"" Poor production values don't help. Even the most enthusiastic pop devotee is going to have a hard time respecting this slapped-together piece of commercialism.Clay Aiken also doesn't do himself any favors with his bland and routine delivery. Clay has a powerful voice, and if he had a little more imagination and a little more artistry, he might have elevated some of this material. Instead, he seems to be relaxing on cruise control as he resorts to predictable phrasing and timing with frustrating regularity. No soul, no subtlety, no artistry.Start to finish, this is an obvious rush effort on the parts of the producers, the songwriters, and Clay himself. At least I hope so.",
1,nice amp!,"I hooked this up to my BOSE 301 series II speakers and it really works great! I first played my iPod 5g nano through this amp, and while the sound was clean I was a bit disappointed in the volume of sound, then I played my 4g ipod touch and BAM! Much better! Better amp in the 4g iPod touch. I've got PLENTY of volume, in fact more than I'll use. No need for a sub with these 301's as I don't listen to hiphop. The amp foot print is small, discreet, and free of choices, that's really a good thing! Additionally, I like Amazon, this company is always great to do internet business with, and are very smart moving forward in this new economy...down with ebay up with AMAZON!Oh yeah, sittin' here jammin to Ozric Tenticles ""Waterfall Cities"", and it's soundin' AWESOME!",
1,"BUDDY HOLLY ""Revealed""","I have been a Buddy Holly fan since I first heard him on the radio in my home town of Sydney, Australia.Whilst we heard all his songs, the main songs that is, it took many years, over 50, for me to be able to access a detailed visual history of his life and times and friends.It was great to see the other players who worked with him in those days eg a very young Waylon Jennings.A brilliantly put together documentary, even my wife found it very interesting! Although she got a bit sick of me falling asleep with the DVD player on and it defaulting to ""That'll be the Day"", in the early hours of the morning.A great contribution to those interested in the history and pioneers of Rock n Roll!",
1,Happy yet Dissapointed,"I was amost completely happy with this soundtrack. What upsets me is that there was on particular track from the game that I loved, and it was because of this track that i payed for this c.d. It was upsetting to find that this c.d. contained every song from the game except for the one that influenced me to buy it in the first place.",
0,Wake Me Up Please...,"I want to start out by stating the fact, I love Oasis. Be Here Now is a major disappointment from this sometimes brilliant band.Hype is what drove this band into the spotlight. When you have everbodys attention, you HAVE to perform well.What's The Story Morning Glory was released and it seemed anyone with a good trained ear for pure pop music was licking their chops.Then this yawn of an album was released and it seemed to take a lot of the air out of Oasis' balloon. Believe me, it's not a BAD album, it's just .....boring. Nothing jumps out at you making you want more. A lot of these songs sound like leftovers from other albums.I think that if this album actually kicked some butt, and had the catchy tunes like the ones on ""Morning Glory"" , Oasis would be #1.(not touring and sharing a bill with the Black Crows). I love you guys, you pump out some great tunes, but this is rubbish simply put.",
1,Smooth Feel but costly,"I loved the product, but when I went back to get another bottle, I discovered it had nearly doubled in price....so no thanks...I'll find something else.",
1,Upside Down Some Habits,"First and foremost: do not have it as e-book. This is probably true for most of manual-alike books (I had similar experience with a swimming manual), but with ChiRunning you are going to miss the at-a-glance capability only the paper can give you.Anyway, this is indipendent from the book, that is a GREAT book on running.I have read a great number of books on sport, several manuals and guides: this is something ""different"". The approach is different: here Danny, the author, start from Tai Chi to get to a new running concept.Well done, interesting even for a convinced Cartesian as myself, always critical towards Oriental disciplines (notwithstanding my long residential experience in Far East).Other than paper edition, I would suggest DVD: ChiRunning videos you can recover from the network are not exaustive (not at all).Probably a stage with a Certified ChiRunning Instructor would be the best completion, but unfortunately courses seem to be available in US only.",
0,no bueno.,"This leaves your skin dry & not lumenescent like the other neo strata aha lotion. Tingles must work, but your skin does not look smoother afterwards.",
1,halti,"I have a 100 lb lab- australian shepherd mix. When we are out walking he tends to forget that I exist whenever he sees a new dog, and he is strong enough to pull me over. I have tried several different approaches, including a choke chain, without a lot of success.The halti has worked better than anything else I have tried. He has been able to remove it a couple of times, but since it ended up around his neck, he was not able to get away from me.",
1,An Exceptional Novel,"Betty Smit's book, A TREE GROWS IN BROOKLYN is wonderful! I read the book for the first time eight months ago. Since then, I have read this masterpeice two times, and each time, it gets better! I recomend this book to all people, young or old, or want to read a wonderful book.",
0,Why Can't I Rate at Zero Stars ?,"Come On, People !!!! I checked this out because Amazon emailed me saying it was top rated.... ??? Could it be because one of the ""songs"" is entitled ""Amazon"" ? Sex appeal !? Not !!!! - unless you want to have sex with a monkey.... And for those who think this is the best album they've heard in a long time - my condolences ! Seriously, this recording is nothing more than a possibly somewhat cute girl chanting gibberish over some low-fi computer generated noise loops. True artists should be outraged, and they would if they could stop laughing. I recommend steering way way clear of this sorry excuse for music. Please, people - don't let big music money tell you what is good - we all suffer for it in the end.",
1,Simply Great A+,"This is the best Techno CD you are ever going to find,Scooter brings the Old Euro-Techno back on the European Top Charts once more,if you are a techno fan you will love this no doubt.Get his now.",
0,Is this the same Clay?,"Wow, this album is a HUGE disappointment.#1 This does not sound like the same Clay that we fell in love with on American Idol, He sounds like a half rate Boy George.#2 The production is awful, it sounds as if he is being backed by karaoke tracks.#3 Where is the soaring, clear and beautiful voice we know he once had?Shame on those who were in charge of letting this cd be released in this condition.It seems as if all the hype is put into the show, then all care is forgotten when it the time comes to record an album. Welcome to the real world Clay, I hope the next album supports your wonderful talent.",
1,A National Treasure,"Julia Child was just the best! The entire food world, as we now know it, owe it all to her. Watching this as well as any other of her shows, particularly her first shows, are exciting, enlightening, educational! She is missed & will always be the best!!!",
1,Good choice,"A classic is a classic, but additional features in this edition make it a great choice. Nice illustrations, too!",
0,Finnegan's Wake,"Stream-of-conscious blather that only a psuedo-intellectual could appreciate. I can't imagine being the person who had to proof-read this drivel, I would sooner plunge my hand into a vat of boiling oil. If it were possible I would give this book zero stars. You'd be better off spending your money on some LSD and interpreting the meaning of the waves in your fingerprints.",
0,Ouch!,I thought I was going to break by hands trying to get this on. There are like a MILLION little bra like hooks all the way down this thing and it takes FOREVER to get them hooked and it hurts my hands like crazy! BUT my fiancé did say that once I had it on he could see the difference it was making but by the time I got it on I was too fed up with it I just wanted it off! Go get some spanx!!!,
1,DA BOMB,"Chumbawamba rocks. It rocks because you can listen to it continusualy and you never want to change the track. The best track is the first one. I think it is ""Thumbthumpin."" I am surely going to buy this cd.",
1,You Can Never Have Enough Anti-War Songs...,"Chumbawamba is an underground British band that has been around for almost 20 years. They had a stroke of surprising luck in 1997 with the infectious dance/sports anthem Tubthumper. However, that song is not a good representation of their sound. Musically they remind somewhat of Scissors Sisters with a little Frankie Goes to Hollywood or maybe a rebellious Abba with a few shots of whiskey in them. Their lyrics are very political in a very abstract way and written for a British audience at that. The CD is also filled with many anarchist spoken-word soundbites. I checked out their very active website and they are selling t-shirts with George Bush's face above the label TERRORIST and the back of the shirt says ""You Can Never Have Enough Anti-War Songs"". Even Tubthumper is about ""shouting to change the world, then having a drink to celebrate"".",
1,THE BEST,I ordered my stroller last week and it arrived within 6 days. It only took me 3 min. to put it together. I put my Boston Terrier in it and rolled her around the house to get use to it. SHE LOVES IT AND SO DO I.I can go on longer walks now and take items with me. It rolls so smoothlyand looks great.,
0,"100 years to read, a bramble of impenetrable verbage...","It takes a long time to learn about over fifty characters and this novel's meandering prose and run-on sentences don't make it any quicker. This is gritty, offbeat stuff for the serious Garcia-Marquez enthusiast. The reward readers must feel at the end is that they've endured a tedious, difficult novel, but not an enjoyable one.",
0,"Substitute the name ""Burmese"" for any cat","Although books about particular cats/pets are rare and appreciated, I'm afraid this book gave me no further insight into my Burmese cat. Perhaps I am asking too much but I expected to find a plethora of special insights into this special breed. I didn't.Especially in modern cat care I felt this book lacking. My breeders says: Fresh meat three times a week; chicken wings (raw) at least twice for dental hygiene, vary the diet, enjoy the peculiarly dog like characteristics of the Burmese. But mabe that's all asking too much - gotta go, Nero is bringing his beloved yellow wash cloth for retrieval...It is hard to criticise a book that describes the best breed of cat on earth. Let's all write one!",
0,hard to read--both format and content,"This book is formatted horribly for the Kindle! Never once was the word ""pleasure"" spelled out as one word. ""Plea sure""? Is that a British thing? Many many words where there were mysterious hyphens, words broken into syllables ""so ci a ble"" was one. Doesn't anyone proofread this stuff?Spoiler alert: As far as the book itself, I found the characters to be flat and two-dimensional. Maggie is drinking in a bar at 9 months of pregnancy? Candice despises her neighbor Ed until she has nobody else left in her life, then she's sleeping with him? Roxanne is a homewrecker who gets the home in the end? I dunno, it was really hard for me to want any of these women to succeed. It was like AbFab but without the humor.",
0,Franklin's Just a Regular Guy. Now Go Read Something Else.,"Sometimes pastiches work well, like Bach's B Minor Mass. Not so this autobiography. Thrown together, arbitrary, sinfully pedestrian, this is one book that you can easily miss in your short life. Franklin shows you he's just a regular guy with regular thought processes. He drifts through life sometimes helping people and sometimes taking advantage of them. He may be an early humanitarian, but he is also an early capitalist, and he knows what he wants. Great, so does Ted Turner, but you don't see us going ape for his life story, do you? Franklin was truly one of our greatest founding fathers, but you won't get a glimmer of that from this book. Reading anybody else's account of Franklin's life would be a much more rewarding experience. Go there if you must do Franklin.",
1,Absolutely wonderful!,"I loved this video! Having bought multiple copies of the album, cassette, and finally CD (which doesn't wear out!), it should be obvious that I'm ecstatic about the music. Now, I've added this wonderful inside look to my collection. If you're a Fleetwood Mac ""Rumours"" fan, this is the best gift you could receive from someone! Every Fleetwood Mac fan will love this on their shelf to replay at will. Phenomenal!",
1,Awesome Story,"I picked this up a few days ago and have briskly read through the entire novel since then. This is undoubtedly an epic masterpiece. It is one of the best science fiction books I have read to date. The main strength of the novel is a strong story with an excellent setting. The world is one of ancient religions, literal god-like beings, and advanced technology hiding under the mask of supernatural power. I will not spoil the story but will only say that it is told on an epic Lord of the Rings type scale. The allusions to Eastern philosophy and religion is pretty awesome too. For a sci-fi novel the characters were pretty good. They weren't great like in a Dostoevsky novel, but they weren't completely one-dimensional as is the case in too many sci fi novels. In all, it was masterful. If I ever become a sci fi author, Roger Zalazny would be one of my primary role models.",
0,THE WORST!,"These diapers are TERRIBLE. I bought them, hoping that they would keep my daughter nice and dry all night long when she sleeps for 12 hours. When she woke up in the morning, her sleeper was wet and her skin was very wet as well, inside the diaper. The diaper did not keep her dry like it claimed it would. Her Pampers Sensitive Swaddlers kept her way drier then this diaper! When she wears those all night, they soak up everything and her skin is still pretty dry the next morning. I will never use Baby Dry again.",
0,NOT a 'breed specific' book on Chesapeakes,"I purchased this book thinking it was going to be a book specifically talking about Chesapeake Bay Retrievers, it wasn't.I would venture to guess that if you took the few pages about Chesapeakes OUT of the book, ALL of the books written by this author geared toward a specific breed would all read the same!Not a book to buy if you are looking for information on Chessies.",
1,A Strong 4.5 Stars,"This is a great sequel to Into The Wilderness, just slightly weaker. Being with these characters is delightful. Sara Donati writes smooth and forms great visuals with her choice of words. I highly recommend this book.",
1,Earlier editions of Brewer were better,"I remember being unable to put down an earlier edition of ""Brewer"" (unfortunately, I can't say which one, since I don't have a copy). What it had that the current edition has much less of was an exhaustive collection of allusions to classical literature and mythology. This made it indispensable if you were reading 19th Century literature (or earlier), where allusions to these texts were not only more common, but went unexplained because contemporaneous readers didn't need the explanation. The current edition has cut much of this - admittedly obscure - material, presumably to make room for items of more contemporary appeal. ""Brewer"" was at least as much fun to ""dip into"" with nothing in particular to track down as it was for reference use. I suppose ""sic transit gloria mundi"" in this context is blasphemous, but that's how it feels...",
1,Good Network Adaptor for Tivo box,Network adaptor was an easy plug - and- play device to use. Setup was quick and easy. This product was used with my Pioneer DVR810H with Tivo.,
1,I adore this series,"Romantic, full of action and rich dialogue and imagery, this series will last forever (despite the epic fail of the Disney movie).",
1,good product,My husband and I have had a few issues with our little darling over filling her shorts. We wake up at 1 am to change her as she sleeps through the night. Now it's smooth sailing no leaks happy baby happy mom. Little saggy when she's crawling around.,
1,Establishing the Basics for Batman,"Batman Begins explains how Bruce Wayne becomes Batman, toys and all! The acting by Christian Bale as Bruce Wayne/Batman was superb! He is the best Batman since Michael Keaton. A very well written script and a fabulous cast!",
1,This is the book that made me love reading...,Growing up I thought my my mother and sister were so boring because they read so much! I hadn't read anthing that interested me until Alvin. My mother and sister still may be boring at times but reading is exciting! Thank you Mr. Hicks!,
1,I love this book...,"I read this book a few years ago, from the library, but i still purchased it later on. I actually cried while reading this book, and I rarely cry reading books. This is the story of a Nazi soldier and a Jewish girl, in USA. It's an unusual story, and not at all boring. It is somehow different, and wonderful. It is a must read for anyone. Skip the sequel unless you really want to read it.",
1,One of my favorite cape crusader movies,"I was hesitant to do digital purchase. But 3 months later, still good. Have watched it 4+ times and still have option of porting it to two different devices. A great movie to own and watch again and again.",
1,Excellent!,"I had already got about four different versions of the Goldberg Variations - it's my favourite piece of music.But then I heard this CD played on the radio - and I knew I had to have it! The transcription for string ensemble is flawlessly done. The sheer quality of the sound is astounding - hear the last variation, for example.It really brings out the best in this magnificent composition by Bach. I really recommend it.",
1,Good book,This book is pretty well written and really help you understand the materials better. This book is pretty well organized and very easy to follow. This book really helps,
1,exactly what I wanted!,this was the 3rd one i have bought and tried. Finally found what I wanted! this keeps my coffee hot! and it will even heat up cold coffee in about 15 min!! I would deffinately tell everyone to buy this!!!!!!!!!!!!!!,
1,Great gift,I loved that I could send all these diapers to a friend across the country for such a great price. And pampers diapers are my favorite.,
1,Soul-mates,"I have read nearly all of the books in the Night-world series, and I have to say that this one is my favourite, without a doubt! It is Ash of course that just makes this book, he is irrestible, I became hooked on him from the very first, I guess it's the whole 'bad-boy' vampyre thing he's got going on that you become addicted to him! I started reading these books years ago, but they went out of print, I would love to get the last few if anyone has any idea how I can get them! I would recommend these books to anyone of any age, I mean I'm 21 now, and I still love them!",
0,Completely Useless,"I don't quite understand why Courtney is allowed to put these things out, and even more surprised that the other members agreed to it (since they have to). Everyone who already put out the 50 bucks for the box gets a whole three song bonus, songs which don't even sound like anything special. Nirvana was an awesome band who made some of the greatest music of all time, and this CD does reflect that. It's a good CD, but it's useless. It's nothing we don't already have. If they're going to put more Nirvana stuff out, it should at least be stuff we haven't heard. Just buy the three songs off of iTunes or something and save yourself the money from buying this CD.",
0,happy i only wasted money for 2 Music Experience in 3-Dimensional Sound,Music Experience in 3-Dimensional SoundThis cd shouldnt have been recordedMy fault i bougt this cdWas tempted of the dts recordingI could have readed other rewiewsThe experience listen to this is saddnes over own stupidityLoke1858,
1,It can be done!,"There is indeed space for 17! bottles in this cooler, but three of them need to be eiswein! I doubt this will hold 17 .75 liter bottles; I might get one more eiswein in it for 18 bottles. It took some figuring how to do it, but 17 will fit. I haven't had the cooler long enough to note its efficiency, but it seems durable enough. For the price, it seems to be a good purchase.",
0,"Lost Interest When Book Is Actually A ""Diary""","A friend told me that the book was inspiration, but there is nothing inspirational when he just seemed to be lucky. What young kid can have personal contact with a governor, find jobs so easily, squander a friend's loan and go all over the place in his occupation? Also, I couldn't figure out whether certain times he spent in Europe or in the States. He did not write much about his family life. At the end, it jumped from place to place. Since there was nothing then, everything seemed to be an invention. Were there not libraries in Europe or post offices? I couldn't finish it, though I read 99 percent of it.",
1,Eternal City,"The word ""journal"" is part of this book's title, and it doesn't pretend to be anything else. After all, Paul Hoffman is a journalist. I've had the great good fortune to visit the Eternal City a few times, and reading Seasons is like taking another stroll along back streets and famous venues. It brought back happy memories and also reminders that Rome is a huge, noisy metropolis that is difficult to traverse. Hoffman also highlights that fact that Rome is populated by, well, Romans, as well as millions of other Italians, and conveys a sense of what it is like to live an ordinary life in an extraordinary place. The city described by this author is modern and genuine, and Hoffman's essays are devoid of the self-congratulatory tone of many other travel writers. This book is real.",
0,Extremely unhappy,"I hate this printer! It is nothing but problems. Every single time I go to print even a single page, there is some sort of problem! The paper jams, I get timeout errors, the ink runs out too fast and I am unable to fill it with the refill kits. The thing has a mind of it's own and starts spewing out pages even when I'm not trying to print anything. It wouldn't be so bad if it didn't put trash on each page wasting my paper. It's a piece of junk! 1 Star is highly overrating this product!",
1,A page turning model for MOBY DICK,"Philbrick writes a fascinating account of the struggles of the crew of the whaleship Essex after a disasterous encounter with a sperm whale. He manages to capture the essence of the mindset of the inhabitants of Nantucket, the whaling center of the U.S., which explains many of the actions of the crew. The fight for survival is portrayed with both clarity and emotionalism. Having no previous knowledge of this calamity, I was amazed that at the time it had a similar impact in the 1800's that the Titanic had in the 1900's. It was enlightening that this tragedy served as the inspiration for Melville's, Moby Dick, which I consider to be one of the masterpieces of American literature.",
0,THE MOST HORRIBLE ALBUM,I HATE THIS ALBUM. ALL MODERN R&B ALBUMS SUCK. I HEARD THIS ALBUM AND I MADE MY HEAD BLEED. WHERE THE HELL ARE THE BALLADS CUZ THERE ARE NONE. WHAT THE GODAMN HELL WAS BRIAN MCKNIGHT THINKING. HE SHOULD STOP MAKING MUSIC GOD DAMNIT. DATS WHAT I HAVE TO SAY.,
1,AWESOME WORKOUT!,"This is a great video and an awesome workout. I was sweating and my muscles were feeling the burn. Oreet is not only an incredible dancer but she is also a great teacher. She explains what you need to be doing and she breaks down the movements. She makes sure that you are in the correct position and that you are using the correct muscles. I take actual belly-dance classes from her and this video is pretty much like being in class. Its fun, easy to follow and gives you a great workout. I highly recommend it.Diana",
1,It`s hard to read it but u will be amazed by it,It was the first great book i`ve read and i must admitt it took me a while( i was 16 then)but this book is great.It`s just perfect.i love GGM and his style.He just manges to express feelings so easily and everything in this book seems perfectly beliveable even if some things are magical and don`t get in connection with reality.This book is hard to review.One must read it to understand it.It`s just that one cannot resume this book here.This book must be experienced.,
1,A OK ~ Three's Company Season 1,"I'm glad Three's Company was put on DVD. It was a good show back in its days and it is still a good show. I can't wait to buy the Second Season when it comes out in the spring of 2004. If you have never seen any of the shows, I suggest you start watching and own this DVD. You won't stop laughing.",
1,Just ok,"I love the softness of these diapers, and the characters are cute. However, they seem to leak more than the Huggies I was using before. Therefore, I'm going to try another brand or go back to Huggies... :(",
1,A Wake Up Call,"I enjoyed this book very much. Saw a lot of myself in the pages. Some good and some bad, I think all females should read as rite of passage. Will enlighten and encourage a different behavior. A book that should be read and passed on to others.",
1,Excellent Sci-Fi,"James Alan Gardner is one of my new favorite authors. In Expendable, he has created a new and exciting universe peopled by characters who breathe and live between the pages. Some aspects of this book were predictable. However, it is still a page turner.I found it interesting that he wrote this book from the viewpoint of a female. It is written in first person perspective.The book is also a study of human nature and behavior. It has some funny bits, some poignant bits and a lot of great imagery. This is an excellent book. Honestly, it is one of the best ""first"" books I have read.Right after this book, I read ""Commitment Hour"" also by this author. Gardner's second book, it is also well worth checking out, if you can get past the premise. I'll also write a review about that book.",
0,Didn't finish,"My bookclub picked this book as every once in a while we do a classic and many in my club had fond memories of this book. Unfortunately, I couldn't finish it. I got about half through and was never engaged in it. I found myself skimming much of it and finally decided that I'd move on to something else. I think if you enjoy lots of detailed description, this might be a good book for you. It moved too slowly for me, though.",
1,An heirloom for every American,"As the Library of Congress marks our country's history as the U.S.'s continual time capsule; this tome offers a glance into her walls. Beautifully assembled, this keepsake will instill pride in its citizenry. Making selections from myriad possibilities must have been a dire undertaking, but those represented indicate a fair cross-section of time and geography. An excellent tribute to a worthy source!",
0,They Say Its Rated NC 17...WHY,There Was Not Really That Much Sex In The Film. There was some brutal language Butr Not that much in sex. This film was not at all what they all said it to be. I myself is into love stories such as this and if your a fan like me...dont get this. but dont take my word for it,
1,Could have used this a lot earlier in life,Reading this book-I couldn't help but feel that I've wasted so muchof my life being unhappy by choice. I'll even venture to say thatthe option method could change the world as we know it if more peopleknew about it and practiced it.A book I'll continue to revisit throughout my life.,
1,"1984 is based on ""We"" by Jevgenij Samjatin","1984 On september the 6.th someone said that Orwell never read, and therefore was not inspired by ""We"". That is not true. I have got a rewiew of ""we"" that Orwell wrote in 1947. Besides, I have read a danish translation of Samjatins novel, and there are loads of parralels. But still I regard 1984 as one of the greatest, and most visionary, novels of modern times.",
1,Perfect for getting rid of pesky love handles,"Typically I wear a medium adult women's sized shirt and a large in juniors- and I have pesky love handles thanks to my 2 beautiful babies :).This really works, well too- sucks you together and gives you that lift and confidence you want/need.The one thing that makes it not have 5 stars is that after a while it starts to bunch up in the middle (if you have some curve to you) and I'm not sure how to get it stretched out again.However, overall- if it didn't bunch up- I would give it 5 stars :)",
0,My brain froze over,"This supposed ""thriller"" is mind-numbingly dull and inept - I had to give up half way through.",
1,I LOVE THIS CD!!!,"I bought this cd the first day it came out and haven't removed it from my cd player yet! Over a year after the release! The 12 excellent songs on this cd never get old, no matter how many times you listen to them. Shirley Manson is one of the best, if not THE BEST, artists out there today. As far as it being one of the best albums ever i agree! Its right up there with my other favorites: Hole ""Live Through This"", Rage Against the Machine ""Evil Empire"", Live ""Throwing Copper"", Smashing Pumpkins ""Siamese Dream"", Beastie Boys ""Paul's Boutique"", Pearl Jam ""Ten"", and, of course, Garbage's Selftitled Debut album!!!",
1,It keeps working!,"The Simple Tech card worked from day 1, and still works 4 months later. Probably have taken close to 1000 shots on this card cumulatively.The same cannot be said for two other Viking Cards, one 512 MB, one 256 MB. Both worked in the beginning, then days later generated corrupt image files. (Go to Viking compact flash 512MB for my detailed review)By the way, I own a G3, and cannot tell meaningful difference in speed among Simple Tech, Viking, and the Lexar 12X I just received.",
0,Spend your money elsewhere...,"You could do a lot better for the price of this tool. Comparing it to comprable models costing half as much? I recommend spending for the cheaper models or springing for something better. The blade wouldn't align with the blade guard until I modified the table with a file. The tightening bolt that runs through the fence stripped in less than two weeks of light use. (Trust me, I'm not THAT strong.) Spend less or spend more, just don't bother to spend for this tool. One additional note: I contacted the manufacturer about the stripped rip fence and they promptly sent me a replacement without questions. I suppose that's worth an upgrade to 2 1/2 stars. I still think one could do better for the money. Oh, and my saw leaks water continuously when the unit is operating. Better leave it at two stars afterall.",
0,the movie was better,"i just read this book. everybody like always talks about how great it is and everything. but i don't think so. like, it's been done before, right?? soooo cliched. omg.",
1,Almost there,"This is a great series, but like most anime, builds to climax near the end of the series. In this DVD there is some action but as usual, not all of the characters have shown themselves yet. So the final battle is not till much later in the series. this dvd still has fighting in it, but you might want to watch the later ones to see the better battles. its a great series and u should watch all the way through in order to get the full effect.",
0,Starts Out Good but Declines Throughout the Book,"During the first chapter of the book. It hooks you right away. From the moment the characters arrive at the barn it declines. If you have ever seen ""Pinky and the Brain"" these are the characters. Except Lennie is more stupid than Pinky! My two year old cousin has more common sense than Lennie. The book is highly illogical.",
1,A thing of beauty is a joy forever,"This is an all-new edition, following the 2002 hbk, but Fantagraphics don't flaunt the fact. Why not? The hbk's long sold out and they could sell this all over again to nerds like me. Seriously (OK, I was serious), the hbk's heaven (snap 'em up, fellas, while you can) and this is bliss, apart from the curious (and curiously irritating) typography chosen for the headwords. Trina Robbins went, or was pushed, down the same route when A Century of.. morphed into The Great Women Cartoonists - the Women and the Comics original I've not seen - but we're not talking wacky here, fellas, this is serious art! Well, OK, fun art. Thanks a million, Gary (Groth)",
1,This World Is Nothing Like You Think It Is,"What an absolutely thought-provoking movie... period. Whitley Strieber's euphoric experiences shapes our lives in ways that we could never have imagined. Movies are almost always difficult to be made and expressed in the same way as are books, but the awesome Christopher Walken pieces it together in the most brilliant way. His acting is superb. To see Christopher Walken portray the full range of emotions that overtakes an abductee such as Whitley Striber is to see his greatest acting skills ever!Make no doubt about it, Communion brings forth to the attention of everybody watching it, the fundamental questions of life that we have all been looking for.",
0,1984 is a classic that doesn't deserve to be.,"While regarded as a ""classic"" by some literary scholars, 1984 is devoid of nearly every element of classical literature. The fall of Communism has erased nearly every trace of relevance this book may once have had. Its warnings of the evils of totalitarianism were overly alarmist by even Cold War standards and are even more so today. The absence of strong, 3-D characters makes even a man vs. society theme seem sorely lacking in depth . The only redeeming quality of this book may lie in providing future readers with an McCarthyist view of the evils of communism from the standpoint of a conservative 50s faux intellectual. If you're looking for a deeper, better-written, and tremendously more entertaining book, try Orwell's Animal Farm. Even walking, talking farm animals seem realistic compared to 1984.",
0,Yet Another Blah Grant Novel,"Ulysses S. Grant was a complex, fascinating personality who led a dramatic, multi-faceted rollercoaster of a life. Why hasn't anyone been able to write a decent novel about the guy? ""Ulysses"" accomplishes a near-impossible feat: It succeeds in making Grant look dull. His life is presented as a series of brief, disconnected, uninvolving scenes, the personalities are as flat as my computer monitor, and Skimin's idea of plot and character development is to get Grant drunk on every other page, even at moments when not even his hostile biographers accuse him of getting plastered. Poor Ulys deserves better. Calling all talented dramatists--here is your next project!",
1,Works great and looks great,All the other statements are true about download speed due to its ability to help in decompressing data. However I have a Mac and you can't do Tivo to Go but over all I think it is very helpful no matter what and I just bought another one for my S3. God Bless Tivo,
1,Good series ender,"This was good series ender, still in line with the other two and lot's of action. New girl, cuter than Megan possibly.",
1,Works Great! Easy to install!,"My old wireless adapter from Netgear stopped working on Friday evening. I ordered this Tivo wireless adapter by 6:30pm EST and chose Saturday delivery (Amazon Prime. Shipping was $6.99). At 10:00am on Saturday morning the UPS truck dropped it off at my front door. I was back in business by 10:15am. I just plugged in the adapter into the USB slot in back of my Tivo unit. I went to ""Settings"" on the Tivo menu and restarted the unit. Everything worked fine, it started updating my program guide immediately. When you are replacing a network adapter you do not have to re-enter your network settings nor the computers WPA/WEP security code. The settings were saved on the Tivo unit when I switched the adapters. Also be informed that this adapter connects via a USB cord that is about 3 feet long. It allows you to place the adapter in different areas and positions for the best signal. (The strength of signal is obtained in the Tivo ""Settings"" menu under ""phone/network"").",
1,The Best of 1999,"A must-have book for anyone who loves beautiful interiors. If you are an interior designer, or are looking for a gift for someone who loves to design - this is it! Stunning photographs enhance the work of the talented designers featured in this enjoyable and useful book.",
1,An amazing follow-up...,"I've been in love with Shirley Manson since I saw the video for 1995's Only Happy When It Rains. Since then, I've never been once disappointed with her or the rest of the band especially when it comes to this CD. Version 2.0 is an amazing blend of techno and guitar melodies. I'm totally convinced that every year Garbage just gets better and better.",
1,Last sips enjoyed at last!!!,"I have read bad reviews of this product and I think the expectations weren't reasonable!What this warmer does is give me back the bottom inch of my coffee, which I've never finished because I can't stand lukewarm coffee. The top half is always piping hot, but I suck that down right away anyway. This warmer keeps the bottom of my mug ready to drink when I get to it.I got jewelry for Christmas and I love it, but this is the best gift that will truly keep on giving.If you want your full drink to stay piping hot for any time, I suggest don't pour it til you're ready to drink! If you want a place to set your coffee that will keep you sipping hot coffee to the bottom, this is your product!!!!!",
1,A Great First Album,"Dear Amazonians,I think Clay Aiken is a strong addition to the popular music scene. The combination of his youthful good looks and agile voice make for a great pop musician.On a technical note though, and the reason for my four-star rating, during the song ""When You Say You Love Me,"" we can hear Clay clear his voice at the two minute and forty-three second mark (2:43 on your CD player). This is a minor technicality though that I am sure Clay will overcome with his future releases. All-in-all, I think Clay Aiken is a very talented artist who will only improve with time.Go Clay!Take care,--Daniel",
1,Excellent!,"C.S. Lewis was a wonderful writer, to say the least. I was quite excited when I got this book in the mail and saw it was in basically excellent shape.",
0,Did not work,"The service was great no issues, the product just did not work for me. The package got to me just fine; so I hate to give a bad review. It was like chapstick and it made the tip sore, but thats it, maybe I used it wrong.",
1,Not the same as pitchure,The book dose the job as far as that goes and it is a used book but I was expecting a newer book going by the pitchure,
1,Fascinating!,"I started writing sci fi because of this book. Actually had the honor of seeing Ray Bradbury speak- LIVE - (yea, I know, it was eons ago) - but I hadn't read anything he had written before that speech. I got a copy of this book shoved into my chest just after that speech, and couldn't put it down. A marvelous read. And a must read for anyone who wants to understand how things can go wrong in society, and to get a glimpse of the cleverness of the human spirit. I'd say this is a must read for everyone!",
1,Can I Give This 10 Stars?,I will not go into great detail as many reviews already have it down pat!TiVo is AWESOME!You can setup recording to catch any episode or only set it to record the new episodes that are airing for the first time...You can even hook it up to the internet and put your shows on your laptop / ipod and watch them on the go.I give TiVo 10 out of 5 stars!You will not be disappointed!,
